Id,Date,Transaction
5908,7/22,+5.00
5909,7/8,-90.21
5910,7/3,-73.12
5911,7/6,-18.72
5912,8/23,-87.37
5913,7/23,+52.06
5914,8/25,-62.35
5915,7/18,-4.40
5916,7/8,-76.01
5917,8/13,-62.72
5918,8/9,-3.16
5919,7/23,+64.07
5920,8/26,+23.29
5921,8/23,+72.44
5922,8/2,+83.29
5923,7/31,-42.81
5924,7/18,+44.74
5925,8/7,+98.39
5926,8/19,+98.52
5927,8/9,-54.39
5928,7/10,-30.38
5929,8/8,+10.47
5930,7/16,+70.28
5931,8/15,-52.04
5932,8/8,+19.64
5933,7/17,+64.18
5934,8/27,-50.13
5935,8/18,+10.40
5936,8/17,+18.84
5937,8/14,-74.39
5938,7/31,-60.67
5939,8/2,+75.18
5940,8/11,+41.44
5941,7/24,-80.10
5942,7/29,-17.91
5943,7/21,-7.05
5944,8/4,+11.80
5945,8/27,+34.26
5946,8/2,+72.04
5947,8/27,-91.30
5948,8/14,-12.22
5949,8/27,-27.91
5950,7/13,+58.87
5951,7/18,-69.01
5952,8/29,-75.61
5953,7/6,+79.37
5954,7/17,+24.92
5955,8/25,+47.86
5956,8/1,-1.98
5957,8/11,+2.92
5958,7/13,-59.52
5959,7/12,-34.70
5960,8/2,-34.28
5961,7/15,+44.31
5962,8/10,+98.71
5963,8/28,-86.50
5964,7/25,-26.44
5965,8/9,-53.99
5966,7/1,+20.22
5967,7/20,-54.30
5968,7/31,-60.63
5969,7/16,+70.46
5970,7/14,-27.36
5971,7/17,+87.15
5972,8/2,+54.15
5973,7/17,+83.61
5974,8/18,+38.78
5975,7/26,-81.56
5976,8/30,-57.57
5977,7/11,+84.29
5978,8/7,+9.59
5979,7/29,-5.81
5980,8/12,-12.79
5981,7/21,-79.51
5982,7/15,-58.42
5983,8/29,+1.23
5984,8/28,-60.52
5985,7/11,-65.94
5986,8/29,+43.44
5987,7/10,-27.15
5988,8/20,-24.39
5989,7/26,-14.39
5990,8/23,+33.86
5991,8/11,+49.60
5992,8/16,-59.78
5993,7/5,+29.29
5994,7/30,+74.57
5995,8/6,-41.96
5996,8/13,-34.28
5997,7/1,+86.45
5998,8/27,+4.27
5999,8/18,+76.78
6000,8/12,+71.60
6001,7/4,+71.19
6002,7/1,-16.14
6003,8/24,+66.89
6004,8/8,-79.26
6005,8/18,+80.93
6006,7/17,-33.18
6007,8/14,-78.57
6008,7/30,-81.92
6009,7/5,+53.58
6010,8/25,-54.47
6011,8/17,-60.73
6012,8/16,+61.58
6013,7/17,-96.15
6014,8/14,-55.58
6015,7/23,-85.11
6016,7/13,+49.84
6017,7/6,-46.09
6018,8/11,+90.76
6019,7/18,+22.25
6020,8/8,-45.94
6021,8/5,+0.05
6022,8/13,+5.43
6023,7/27,+81.42
6024,8/2,+54.55
6025,8/26,+14.77
6026,8/16,+59.68
6027,7/10,+55.13
6028,8/29,+27.07
6029,7/29,+70.28
6030,8/10,+95.86
6031,8/27,-24.05
6032,7/8,+20.97
6033,7/22,-42.05
6034,7/13,-1.10
6035,8/26,+88.32
6036,8/1,+41.08
6037,8/28,-99.84
6038,8/23,-8.40
6039,8/20,-8.13
6040,7/16,-73.42
6041,7/10,-10.71
6042,8/26,-97.85
6043,7/13,+45.83
6044,7/11,+82.19
6045,7/23,+72.09
6046,7/29,+98.42
6047,7/17,-23.14
6048,8/8,-21.60
6049,8/10,+13.48
6050,7/6,+38.07
6051,7/26,+2.70
6052,7/2,+68.51
6053,8/5,-45.06
6054,8/13,+25.10
6055,8/2,-21.02
6056,8/24,+78.57
6057,7/4,+23.16
6058,7/22,+94.35
6059,7/29,+73.92
6060,7/7,-70.77
6061,8/25,+33.35
6062,7/8,+7.31
6063,7/27,+1.88
6064,8/19,+78.56
6065,8/11,-54.83
6066,8/19,+28.95
6067,7/21,-40.97
6068,7/17,-3.57
6069,8/30,+38.64
6070,8/1,-2.65
6071,7/2,-44.33
6072,7/18,+78.36
6073,8/25,-24.49
6074,7/15,+50.54
6075,7/16,-77.42
6076,7/17,-11.33
6077,7/21,+61.90
6078,8/20,+61.42
6079,8/21,-20.79
6080,7/8,-78.30
6081,8/21,-68.05
6082,7/25,-14.08
6083,7/4,-75.79
6084,8/5,+18.64
6085,8/11,+93.47
6086,7/27,+97.33
6087,8/27,-82.32
6088,7/30,-91.25
6089,7/11,-0.96
6090,8/20,+32.06
6091,8/1,-20.45
6092,8/4,-41.54
6093,7/15,-23.30
6094,8/22,-92.81
6095,7/27,+77.50
6096,7/11,+75.57
6097,7/13,+81.52
6098,7/27,-37.42
6099,8/15,-96.75
6100,7/11,+49.51
6101,7/4,-3.12
6102,7/26,-38.13
6103,8/14,-85.88
6104,7/24,-3.25
6105,7/3,+21.39
6106,8/19,+2.66
6107,8/3,-71.85
6108,8/2,+38.74
6109,8/5,-39.62
6110,7/20,+99.07
6111,7/20,-30.49
6112,8/27,+87.90
6113,8/28,+26.86
6114,7/26,-18.13
6115,8/4,-27.39
6116,8/6,+84.75
6117,8/28,-14.76
6118,8/27,+30.82
6119,7/23,-63.33
6120,8/29,+74.13
6121,8/2,-32.96
6122,7/1,-84.69
6123,7/25,+88.81
6124,7/28,-52.74
6125,7/14,-69.08
6126,7/6,+49.84
6127,7/19,+96.03
6128,7/28,+32.37
6129,7/12,+48.42
6130,7/14,+22.24
6131,7/27,-45.40
6132,7/2,+78.61
6133,8/9,-2.08
6134,7/2,+12.24
6135,8/6,-16.80
6136,7/15,-36.84
6137,7/15,-47.32
6138,8/30,+53.24
6139,7/4,-11.50
6140,8/21,+99.79
6141,8/11,-61.21
6142,7/14,-18.56
6143,8/4,-24.80
6144,7/26,+75.37
6145,8/26,+39.35
6146,8/12,-90.28
6147,8/23,+42.46
6148,8/21,+99.69
6149,8/14,-69.63
6150,8/11,-38.09
6151,7/19,+77.07
6152,7/12,-66.62
6153,7/6,+21.56
6154,7/21,-75.42
6155,8/29,-65.35
6156,7/18,+38.28
6157,7/18,+17.29
6158,8/12,+16.55
6159,7/28,+83.62
6160,8/4,+95.90
6161,7/27,+55.96
6162,7/28,+84.74
6163,8/19,+74.23
6164,7/3,-1.99
6165,8/12,-29.10
6166,8/31,+7.04
6167,8/15,-39.76
6168,8/23,+54.83
6169,8/30,+23.81
6170,7/26,-33.99
6171,8/16,+95.18
6172,7/29,+84.80
6173,8/25,-54.04
6174,7/1,+23.79
6175,7/24,-92.25
6176,8/12,+72.31
6177,8/20,-5.80
6178,8/25,+39.07
6179,7/19,-86.83
6180,8/20,-89.53
6181,8/29,-90.11
6182,8/9,-4.80
6183,7/28,+86.17
6184,7/26,-90.33
6185,7/30,-23.79
6186,8/2,+21.71
6187,8/31,-47.38
6188,7/18,-65.56
6189,8/12,-79.93
6190,8/3,+97.98
6191,8/8,-59.65
6192,8/12,-27.45
6193,7/26,+98.68
6194,8/29,+52.40
6195,8/17,-24.81
6196,7/27,+36.97
6197,8/6,-32.91
6198,8/22,+66.54
6199,7/23,+44.72
6200,8/13,+22.10
6201,8/8,-49.19
6202,7/17,+2.25
6203,7/15,+70.77
6204,7/31,+68.30
6205,7/14,+13.58
6206,7/17,-99.24
6207,8/7,-80.34
6208,8/14,+96.70
6209,7/10,-9.56
6210,8/28,-17.01
6211,8/6,-40.12
6212,7/6,+15.99
6213,7/29,-60.50
6214,7/31,+8.57
6215,8/16,-57.40
6216,7/7,-2.59
6217,7/21,-61.13
6218,7/5,-33.71
6219,8/22,-4.00
6220,7/23,-67.42
6221,8/8,-18.31
6222,8/18,+5.68
6223,7/9,+17.24
6224,8/28,-13.14
6225,7/4,-0.66
6226,8/18,-24.01
6227,8/8,+76.00
6228,8/5,-15.94
6229,7/15,+37.31
6230,8/16,-90.63
6231,8/3,-39.55
6232,8/31,-76.65
6233,8/31,-79.24
6234,7/22,-97.73
6235,7/6,-37.49
6236,7/21,-41.04
6237,8/11,-22.35
6238,8/30,+62.50
6239,7/16,+13.26
6240,8/19,+57.47
6241,7/26,-48.27
6242,8/7,-13.03
6243,7/17,+63.95
6244,7/25,-35.61
6245,8/15,-88.95
6246,7/19,+64.71
6247,7/28,+51.82
6248,7/26,+97.20
6249,7/22,-78.75
6250,7/28,+28.56
6251,8/30,-96.55
6252,8/20,+45.78
6253,8/26,-3.32
6254,8/15,-34.78
6255,7/22,-95.83
6256,7/26,+40.78
6257,8/13,+50.92
6258,8/19,-96.42
6259,7/31,-58.26
6260,7/28,+91.85
6261,7/6,-69.87
6262,8/26,-40.08
6263,7/15,+8.81
6264,8/23,+85.98
6265,8/8,-81.61
6266,8/18,-82.32
6267,7/20,-33.25
6268,7/2,-51.92
6269,7/30,-53.58
6270,7/12,+22.00
6271,8/31,+38.89
6272,7/18,-91.51
6273,8/30,+45.56
6274,8/17,-77.41
6275,8/26,+5.18
6276,7/2,-67.85
6277,7/11,+5.31
6278,8/20,-96.94
6279,7/10,+0.57
6280,8/19,+70.07
6281,8/16,-83.77
6282,8/24,+15.52
6283,7/11,-56.16
6284,8/11,-65.63
6285,7/8,-6.31
6286,8/13,+53.79
6287,8/19,-35.59
6288,8/13,+22.31
6289,8/13,-94.34
6290,8/10,-7.50
6291,7/8,+93.54
6292,8/20,+86.75
6293,7/17,-1.05
6294,8/25,-31.11
6295,8/18,-44.44
6296,8/14,-28.41
6297,7/15,-60.26
6298,7/28,-4.21
6299,7/20,+77.23
6300,8/16,-77.80
6301,7/28,+89.22
6302,7/27,+79.11
6303,7/31,+26.39
6304,8/11,+71.10
6305,8/1,-78.28
6306,7/22,+28.67
6307,8/1,+50.59
6308,8/25,-23.40
6309,7/31,-52.32
6310,8/26,-84.04
6311,8/22,+16.60
6312,8/11,-42.78
6313,7/30,-92.06
6314,8/23,-95.85
6315,8/25,-56.53
6316,8/25,+83.16
6317,8/22,-66.82
6318,7/20,-44.24
6319,7/21,-58.19
6320,7/18,-20.61
6321,8/11,-18.09
6322,8/23,-0.56
6323,7/28,+31.97
6324,8/26,-57.91
6325,7/24,+38.05
6326,8/7,-19.13
6327,7/31,-64.73
6328,8/26,+12.75
6329,8/17,+34.20
6330,8/6,+33.10
6331,8/12,+81.19
6332,7/28,+64.97
6333,7/4,+81.03
6334,7/31,+40.35
6335,7/5,+74.00
6336,8/31,+43.80
6337,7/19,-93.57
6338,7/1,-89.49
6339,7/1,+3.41
6340,7/8,-83.41
6341,7/11,-31.09
6342,7/17,+56.43
6343,8/7,+10.06
6344,8/10,+96.37
6345,8/28,-97.82
6346,8/16,+83.35
6347,8/10,-35.68
6348,7/15,+88.38
6349,8/1,+69.51
6350,7/10,+10.00
6351,7/16,-58.95
6352,7/21,+88.92
6353,8/25,+27.15
6354,7/7,+0.83
6355,7/9,+3.67
6356,7/29,+76.71
6357,7/1,-80.82
6358,7/21,+29.20
6359,8/4,+24.89
6360,8/5,+78.91
6361,8/12,+14.98
6362,8/7,-73.52
6363,8/15,-99.08
6364,8/15,-66.71
6365,8/15,-96.44
6366,7/25,+88.76
6367,8/17,+19.92
6368,8/4,+98.62
6369,7/23,+88.35
6370,7/29,+98.48
6371,7/17,-4.16
6372,8/4,-26.70
6373,7/17,+51.33
6374,7/21,+61.24
6375,7/18,-8.18
6376,7/3,+63.25
6377,7/4,+29.65
6378,8/15,+44.49
6379,7/15,-44.18
6380,8/1,-57.75
6381,7/10,-80.19
6382,8/3,+98.82
6383,8/3,+58.82
6384,7/1,-82.22
6385,8/11,+67.82
6386,8/29,+79.22
6387,7/13,+12.43
6388,8/13,-37.44
6389,7/12,+44.31
6390,8/22,-49.72
6391,8/5,-16.62
6392,8/20,+76.90
6393,7/4,+62.96
6394,8/2,-12.13
6395,8/27,+39.79
6396,7/14,+56.55
6397,8/16,-74.44
6398,8/13,+4.94
6399,8/26,+18.92
6400,7/23,-31.68
6401,8/19,-53.23
6402,8/24,-4.26
6403,7/27,-19.93
6404,8/30,+60.00
6405,8/8,+65.50
6406,7/4,-64.35
6407,7/21,+56.04
6408,8/14,-52.14
6409,8/17,-24.90
6410,7/15,+93.93
6411,7/18,-89.17
6412,7/27,-59.55
6413,8/1,+6.08
6414,7/24,+1.72
6415,8/11,-55.82
6416,8/3,+45.09
6417,8/27,+41.99
6418,7/21,+60.17
6419,7/10,+48.22
6420,8/6,+78.39
6421,7/5,+11.73
6422,8/1,-1.42
6423,8/5,+44.27
6424,7/20,-67.89
6425,7/14,+41.05
6426,7/19,+14.09
6427,7/20,+51.88
6428,8/3,-76.34
6429,8/22,-27.20
6430,8/26,+86.17
6431,7/7,+78.37
6432,8/3,+82.02
6433,8/29,+72.09
6434,7/26,-2.81
6435,8/28,-76.44
6436,8/27,+84.90
6437,7/15,-24.38
6438,7/8,-74.88
6439,7/12,+88.92
6440,8/6,-67.69
6441,8/29,-25.91
6442,7/22,+59.52
6443,7/16,-76.99
6444,8/14,+28.71
6445,7/27,+95.89
6446,8/15,+70.13
6447,7/14,-26.45
6448,8/9,+49.51
6449,8/15,-32.76
6450,7/23,+10.07
6451,7/21,+17.98
6452,8/13,+5.58
6453,8/5,-99.70
6454,8/10,-52.94
6455,7/25,-96.42
6456,8/9,+37.21
6457,7/13,-80.73
6458,7/28,+95.75
6459,8/19,+80.43
6460,8/24,-55.46
6461,7/6,-68.73
6462,7/15,-4.38
6463,7/19,+78.29
6464,7/12,-46.71
6465,8/27,-45.05
6466,8/9,+44.18
6467,8/11,-15.92
6468,8/4,+52.41
6469,8/10,-4.22
6470,8/10,+29.00
6471,8/4,-2.90
6472,7/9,+69.40
6473,8/30,+83.07
6474,7/2,-86.73
6475,8/12,+54.11
6476,7/31,+94.71
6477,8/8,+5.01
6478,8/17,+21.19
6479,8/19,-98.95
6480,7/16,-72.75
6481,7/5,-31.39
6482,7/13,+14.65
6483,7/28,+73.55
6484,7/1,+72.34
6485,7/17,+76.00
6486,8/5,+79.23
6487,7/27,-8.74
6488,7/18,-37.71
6489,8/27,-5.00
6490,8/8,-1.10
6491,8/21,+79.17
6492,7/11,-2.39
6493,7/8,+46.24
6494,7/3,+71.18
6495,8/14,-86.54
6496,7/11,+39.78
6497,8/28,+8.61
6498,8/11,-58.43
6499,7/4,+79.71
6500,8/11,-54.46
6501,7/7,+44.21
6502,7/3,+62.46
6503,8/11,+84.56
6504,7/25,+59.26
6505,7/13,-77.29
6506,8/19,+78.22
6507,8/21,-84.35
6508,8/4,+2.45
6509,7/27,+19.66
6510,8/31,+73.48
6511,7/6,+2.36
6512,8/12,-65.75
6513,8/2,+3.19
6514,8/25,+99.76
6515,6/30,-62.87
6516,8/29,+51.08
6517,7/10,-84.93
6518,8/29,-84.83
6519,8/23,+35.76
6520,8/5,+47.28
6521,7/31,-1.25
6522,8/29,-11.30
6523,7/13,-99.02
6524,8/20,-22.00
6525,8/21,-70.44
6526,8/9,-44.59
6527,8/2,-76.13
6528,7/12,+94.12
6529,7/20,+22.16
6530,7/23,-27.78
6531,7/9,+7.42
6532,8/17,+57.05
6533,7/15,+43.77
6534,7/29,-9.88
6535,8/27,-15.45
6536,8/14,+70.41
6537,8/2,+19.30
6538,7/15,+91.50
6539,8/26,+43.82
6540,8/29,+29.94
6541,8/7,-8.29
6542,8/7,-19.44
6543,7/25,-30.93
6544,7/3,+57.99
6545,8/23,-9.40
6546,7/8,+26.07
6547,7/4,-79.67
6548,7/23,-97.45
6549,8/11,-65.00
6550,7/11,+96.40
6551,7/2,-46.11
6552,8/29,-89.38
6553,8/15,+95.83
6554,7/4,+88.66
6555,7/14,+48.50
6556,8/19,-14.57
6557,8/19,+63.72
6558,8/17,+86.33
6559,8/25,-48.48
6560,7/23,+92.04
6561,7/2,+81.32
6562,7/10,+84.15
6563,7/30,+68.15
6564,7/13,+90.98
6565,8/1,-10.92
6566,8/9,-36.07
6567,7/3,+26.66
6568,7/28,-35.39
6569,8/18,+67.13
6570,7/10,-2.27
6571,8/14,-21.44
6572,7/3,+80.46
6573,7/5,+38.26
6574,8/22,-40.61
6575,8/8,+84.87
6576,8/15,-76.83
6577,7/23,+49.10
6578,8/16,+15.35
6579,6/30,-40.17
6580,7/29,+33.78
6581,7/4,-7.05
6582,8/23,-71.00
6583,8/2,-91.22
6584,8/24,-48.36
6585,8/7,-54.50
6586,7/21,+21.57
6587,7/20,+76.27
6588,8/27,-36.65
6589,8/6,-14.52
6590,7/13,-41.77
6591,8/23,-50.62
6592,7/26,+42.64
6593,7/27,-34.05
6594,8/3,-96.08
6595,7/7,-55.67
6596,8/27,-5.85
6597,7/24,-89.46
6598,7/29,+20.75
6599,7/18,-11.66
6600,7/15,+56.37
6601,7/19,+99.24
6602,8/17,+61.71
6603,7/28,+47.29
6604,8/21,+63.65
6605,7/17,-88.95
6606,7/22,+71.91
6607,7/10,-67.57
6608,7/23,-45.15
6609,7/30,-24.72
6610,8/2,+5.33
6611,8/11,-78.40
6612,7/14,-46.05
6613,7/13,+75.32
6614,8/29,+37.93
6615,7/3,+90.00
6616,7/7,-91.74
6617,7/14,-69.70
6618,8/2,+19.59
6619,7/6,+71.27
6620,7/5,-10.88
6621,8/26,-47.41
6622,7/12,+74.79
6623,7/18,-67.81
6624,7/14,+14.29
6625,8/31,+32.11
6626,7/15,-7.18
6627,8/15,-39.87
6628,8/19,-27.39
6629,7/4,+22.28
6630,7/3,+96.56
6631,7/8,+64.45
6632,7/23,+84.76
6633,8/11,+35.95
6634,7/18,+74.92
6635,7/10,+3.92
6636,8/4,-54.86
6637,7/5,+63.32
6638,8/24,-87.42
6639,8/17,+99.17
6640,7/3,-77.93
6641,8/2,+99.14
6642,8/22,+81.16
6643,8/30,-18.89
6644,7/15,-67.40
6645,8/24,+92.07
6646,8/9,-55.28
6647,7/23,-72.85
6648,7/25,+74.51
6649,7/18,+46.29
6650,8/10,-58.54
6651,7/9,-53.55
6652,8/20,-40.12
6653,7/28,+19.67
6654,7/27,+13.82
6655,8/13,+62.42
6656,8/27,-32.87
6657,7/19,-66.40
6658,7/17,-96.90
6659,8/14,+39.73
6660,7/2,-67.47
6661,8/12,+51.05
6662,8/19,-65.35
6663,7/2,-36.66
6664,8/4,+80.25
6665,7/20,+69.93
6666,8/7,-11.13
6667,8/26,-30.90
6668,7/1,-58.75
6669,7/22,+38.48
6670,7/13,+46.17
6671,7/8,-95.59
6672,7/6,-89.22
6673,8/11,-61.21
6674,8/23,+10.33
6675,7/24,+17.19
6676,7/6,+36.63
6677,7/21,-87.36
6678,8/9,+46.18
6679,8/25,-59.48
6680,8/23,+46.49
6681,7/18,+1.86
6682,8/18,-28.38
6683,8/5,-89.49
6684,7/29,+1.52
6685,8/16,-76.03
6686,8/31,+14.70
6687,8/26,-72.95
6688,7/23,-29.48
6689,7/10,-26.48
6690,7/25,-76.68
6691,7/24,-14.29
6692,7/1,-66.75
6693,7/23,+69.08
6694,7/1,-40.15
6695,8/13,+15.67
6696,8/6,+24.88
6697,7/3,-34.00
6698,8/24,-72.24
6699,8/25,-43.97
6700,8/30,-87.73
6701,8/7,-8.89
6702,7/7,+70.15
6703,8/4,+79.37
6704,7/3,+31.85
6705,7/15,-18.62
6706,7/20,-89.30
6707,7/16,+80.19
6708,7/6,-83.40
6709,8/21,+39.61
6710,7/22,+33.74
6711,7/4,+99.64
6712,8/20,+27.29
6713,8/24,-73.91
6714,8/3,+47.41
6715,8/14,+8.62
6716,7/25,+47.68
6717,8/27,+38.40
6718,7/25,-28.47
6719,7/1,+59.17
6720,7/18,+40.55
6721,8/5,-36.17
6722,7/5,+70.88
6723,8/20,+82.50
6724,7/11,-28.04
6725,8/24,-76.21
6726,7/22,+44.54
6727,8/17,+50.01
6728,7/21,+15.24
6729,8/6,+63.85
6730,8/26,+93.08
6731,8/11,-69.92
6732,8/13,+84.85
6733,7/31,+92.28
6734,8/12,+65.08
6735,8/17,+39.12
6736,7/28,-30.11
6737,7/26,-44.98
6738,7/17,+1.14
6739,8/21,-22.75
6740,7/21,-73.59
6741,8/2,-56.91
6742,7/8,+37.19
6743,7/25,-55.05
6744,7/9,-8.01
6745,7/12,+66.07
6746,7/15,+28.92
6747,7/26,+14.23
6748,7/10,+46.10
6749,8/14,+71.50
6750,8/3,-87.87
6751,7/27,+29.77
6752,8/4,-45.17
6753,8/26,-47.16
6754,8/13,-80.64
6755,7/24,-98.71
6756,7/31,+70.24
6757,8/26,+0.60
6758,7/14,-35.40
6759,8/29,-3.78
6760,8/7,+71.61
6761,7/30,-49.30
6762,7/9,+28.51
6763,7/19,+1.13
6764,8/29,+80.65
6765,8/11,-9.74
6766,7/22,-8.39
6767,8/8,-62.39
6768,8/3,+94.93
6769,8/13,+92.93
6770,7/31,+49.04
6771,7/8,+1.96
6772,7/10,+80.55
6773,8/19,+14.66
6774,7/21,-14.85
6775,8/5,-34.71
6776,7/9,+95.96
6777,7/26,-61.88
6778,7/2,-61.10
6779,8/18,+69.84
6780,8/31,-5.22
6781,8/29,+64.07
6782,8/24,-59.74
6783,8/27,+65.91
6784,7/15,+89.31
6785,7/31,+77.68
6786,8/21,-16.94
6787,8/3,+38.86
6788,8/28,-76.21
6789,8/11,+85.29
6790,7/27,-78.75
6791,7/28,+6.93
6792,7/4,+89.82
6793,8/25,+23.29
6794,8/15,+53.04
6795,7/2,+30.48
6796,7/22,+74.46
6797,8/25,+14.34
6798,8/8,+28.31
6799,7/30,+77.74
6800,7/9,+80.38
6801,7/3,+76.49
6802,7/22,-49.70
6803,8/18,-88.97
6804,7/13,-58.92
6805,7/6,+30.71
6806,8/27,-34.00
6807,7/14,-47.95
6808,7/12,+32.60
6809,8/17,-50.63
6810,8/14,-12.96
6811,8/18,+51.49
6812,8/18,-96.00
6813,7/19,-66.64
6814,8/27,-66.14
6815,7/26,-39.09
6816,8/10,-13.98
6817,8/7,+0.28
6818,7/29,-60.52
6819,8/14,+53.69
6820,7/5,+44.32
6821,8/12,+50.75
6822,8/3,-24.77
6823,8/24,-88.54
6824,7/26,+28.32
6825,7/26,-87.45
6826,8/4,-49.74
6827,8/22,-53.90
6828,7/18,+55.33
6829,8/31,-20.27
6830,8/10,+81.52
6831,8/26,-60.06
6832,7/7,+4.66
6833,8/18,+93.96
6834,8/15,+33.05
6835,7/8,+47.78
6836,7/12,-81.45
6837,8/30,-48.53
6838,7/30,+59.40
6839,8/30,+25.11
6840,7/19,-15.94
6841,8/29,+60.41
6842,7/10,-78.88
6843,8/22,+16.83
6844,8/22,-23.80
6845,7/19,-26.04
6846,7/30,+22.81
6847,8/22,+28.94
6848,8/29,+32.31
6849,7/26,-39.67
6850,8/8,+0.92
6851,7/17,-98.59
6852,7/8,+51.78
6853,7/20,+10.65
6854,8/17,-51.80
6855,8/9,+14.55
6856,7/29,+20.21
6857,8/12,-35.82
6858,7/18,+69.29
6859,7/2,+63.79
6860,8/27,-70.27
6861,8/22,+52.02
6862,8/31,-13.20
6863,8/17,-12.45
6864,8/14,-35.49
6865,7/13,-71.68
6866,7/4,+35.87
6867,7/10,-0.48
6868,7/21,+21.79
6869,7/4,-0.32
6870,8/29,-8.30
6871,7/5,-36.54
6872,8/2,-29.22
6873,7/30,+18.22
6874,7/29,-39.63
6875,8/13,-43.08
6876,8/21,+63.51
6877,7/1,-63.11
6878,8/3,-99.83
6879,8/2,+58.23
6880,7/23,-57.39
6881,8/4,-74.38
6882,8/9,-0.50
6883,7/4,+83.49
6884,8/21,+84.33
6885,8/26,-51.20
6886,8/24,-83.85
6887,7/15,-44.90
6888,8/5,+5.24
6889,7/31,-41.75
6890,7/7,-5.71
6891,7/25,+89.91
6892,7/9,-23.88
6893,7/28,-56.50
6894,8/3,-88.88
6895,8/12,+4.25
6896,8/18,+12.27
6897,8/19,-54.67
6898,7/4,+17.14
6899,8/13,-59.57
6900,8/17,-51.84
6901,7/24,-95.97
6902,8/21,+69.08
6903,7/24,-75.26
6904,8/16,+10.78
6905,7/11,+90.46
6906,8/19,-98.46
6907,8/24,+65.28
6908,7/16,+97.96
6909,8/20,-84.19
6910,7/25,+47.72
6911,8/11,+77.89
6912,8/7,+59.68
6913,8/23,+16.88
6914,8/8,+76.26
6915,7/8,+65.99
6916,7/30,+18.20
6917,8/27,-41.41
6918,8/20,+51.05
6919,8/29,+4.03
6920,8/22,-10.43
6921,7/27,+15.88
6922,8/7,-80.93
6923,8/31,+71.72
6924,8/3,-75.70
6925,8/13,-32.35
6926,7/27,+19.93
6927,8/6,+75.74
6928,7/28,+68.91
6929,7/11,+56.56
6930,8/1,+63.36
6931,7/24,-96.47
6932,7/1,-27.00
6933,7/27,-94.12
6934,8/18,+28.67
6935,8/13,+74.32
6936,8/12,-22.89
6937,7/6,+30.56
6938,8/22,-65.74
6939,8/13,-86.74
6940,7/21,+41.22
6941,8/16,-29.97
6942,8/2,-62.60
6943,8/4,-40.91
6944,8/13,+29.36
6945,7/3,-33.30
6946,7/19,-1.37
6947,8/12,+58.21
6948,7/12,+91.01
6949,8/15,+32.38
6950,8/29,-30.34
6951,8/1,+47.28
6952,7/16,+11.20
6953,7/11,+36.22
6954,8/15,+65.69
6955,7/2,+34.26
6956,8/5,-17.83
6957,7/28,-58.34
6958,8/29,-4.65
6959,8/5,+75.14
6960,7/29,-51.25
6961,8/30,+68.86
6962,7/15,+54.58
6963,8/18,-98.02
6964,7/4,-39.11
6965,8/1,-78.44
6966,8/14,-95.21
6967,8/12,-13.49
6968,8/20,-81.11
6969,7/23,+95.68
6970,7/2,-88.63
6971,7/26,-24.12
6972,7/11,+73.70
6973,7/24,-11.43
6974,7/18,+91.26
6975,8/4,+37.86
6976,7/26,+8.55
6977,8/6,+68.94
6978,7/31,+60.23
6979,8/15,+71.63
6980,8/31,+91.40
6981,7/10,+61.27
6982,7/23,+92.56
6983,7/14,-64.86
6984,8/12,-54.72
6985,8/20,-47.01
6986,7/26,+34.04
6987,7/13,-69.69
6988,7/9,+33.53
6989,8/19,-83.51
6990,7/21,-9.97
6991,8/1,+97.09
6992,8/8,+48.24
6993,8/16,+11.42
6994,8/27,+53.57
6995,7/16,+30.45
6996,7/8,-2.33
6997,7/9,-50.31
6998,8/3,-20.18
6999,7/1,-75.52
7000,7/5,-2.94
7001,8/27,+65.74
7002,8/23,-28.05
7003,7/7,-14.08
7004,8/24,-62.39
7005,8/28,-32.06
7006,8/13,-60.94
7007,7/11,-13.28
7008,7/31,+15.10
7009,8/24,-0.10
7010,7/11,+30.56
7011,8/13,-81.74
7012,8/5,-96.33
7013,7/3,+38.57
7014,8/5,+17.92
7015,8/6,+54.79
7016,7/11,+66.38
7017,7/8,+84.12
7018,8/1,-92.39
7019,7/13,-10.97
7020,7/24,-12.12
7021,7/11,-66.28
7022,7/9,-26.33
7023,8/9,+74.78
7024,7/7,+75.03
7025,7/9,+6.00
7026,7/18,-55.79
7027,8/29,+50.29
7028,7/23,-60.30
7029,7/15,-60.22
7030,8/25,+61.33
7031,8/19,+95.47
7032,8/3,+22.55
7033,8/19,-82.41
7034,8/26,-89.58
7035,8/28,-59.16
7036,7/3,+62.24
7037,8/11,+87.91
7038,7/15,+10.12
7039,7/31,-49.69
7040,8/4,+22.43
7041,7/4,-9.40
7042,7/13,+39.92
7043,7/21,-71.49
7044,8/2,+4.88
7045,8/22,-72.24
7046,7/13,-52.61
7047,8/17,+82.33
7048,8/18,-50.91
7049,7/1,+6.04
7050,7/15,-28.20
7051,7/7,-89.20
7052,7/10,-26.37
7053,8/11,-84.45
7054,7/9,+13.48
7055,7/7,+69.77
7056,7/25,-50.33
7057,7/3,+59.99
7058,7/26,+34.83
7059,8/16,+31.18
7060,8/18,+17.40
7061,7/27,+76.03
7062,7/27,+38.45
7063,7/9,-77.17
7064,8/7,+54.78
7065,8/2,-50.21
7066,8/13,-10.64
7067,8/7,+17.83
7068,7/15,+6.97
7069,8/13,+14.64
7070,8/20,-14.25
7071,7/5,+10.50
7072,8/11,-97.79
